household ID,District,village #,distvil,Longitude,Latitude,Decisions,Disputes,Protection,Rules,Poppies,Education_level,Group_cooperation,Household_size,Village_size,Healthcare_none,Healthcare_hospital,Healthcare_clinic,Healthcare_doctor,Healthcare_treatment,Healthcare_24hr,School_attendance,Hours_to_water,Electricity,Shura,Shura_role,Livestock,Land,Shura_attendance,Shura_membership,Shura_happiness,Shura_female,Shura_separatefemale,Hoququi_dispute,Money_proxy,Insecurity,Illness,FoodPrice_increase,FarmGatePrice_increase,DrinkWater_decrease,ManyRefugees,EmploymentLoss,Salary_decrease,Loss_house,Loss_livestock,Loss_other,Bicycle,Motorcycle,Car,Connections,Power,AgricultureOutput_decrease,Television,vehicle,Property,Economic_wellness
2415002008,CHISTI_SHARIF,20,CHISTI_SHARIF-20,63.83994,34.35436,Malik,Malik,Patriarch,Malik,0,1,Yes,14,280,0,0,1,0,District,Yes,Increased,1,No,No,Disputes,Yes,Own,YES,YES,Happy,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,2,Central,YES,NO,1,1,1
2415002009,CHISTI_SHARIF,20,CHISTI_SHARIF-20,63.84153,34.35345,Malik,Malik,Administrator,Malik,0,1,Yes,6,300,0,0,1,0,Village,Yes,Increased,1,No,No,Disputes,Yes,Own,NO,NO,Happy,YES,YES,YES_resolved,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,2,Central,YES,YES,1,1,1
2415002010,CHISTI_SHARIF,20,CHISTI_SHARIF-20,63.84246,34.35552,Malik,Mosque_Priest,Administrator,Patriarch,0,1,Yes,7,300,0,0,1,0,District,No,Increased,1,No,No,Disputes,Yes,Own,NO,NO,Happy,YES,YES,YES_resolved,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,4,Decentral,YES,NO,0,1,1
2415002201,CHISTI_SHARIF,22,CHISTI_SHARIF-22,63.77765,34.33384,Malik,Administrator,Declined,Declined,0,4,No,15,100,0,0,1,0,District,No,Increased,1,No,Yes,Irrigation_Water,Yes,Own,Declined,Declined,Neutral_Unhappy,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,2,Central,NO,YES,1,1,1
2415002202,CHISTI_SHARIF,22,CHISTI_SHARIF-22,63.77585,34.33527,Malik,Administrator,Declined,Patriarch,0,6,Declined,10,140,0,0,1,0,District,No,Same,0,No,Yes,Roads_Bridges,Yes,No,NO,NO,Happy,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,3,Decentral,NO,YES,0,0,0
2415002203,CHISTI_SHARIF,22,CHISTI_SHARIF-22,63.77725,34.3354,Malik,Malik,Malik,Patriarch,0,1,No,7,130,0,0,1,0,District,No,Increased,0,No,Yes,Roads_Bridges,Yes,Own,NO,NO,Happy,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,2,Central,NO,NO,0,1,0
2415002204,CHISTI_SHARIF,22,CHISTI_SHARIF-22,63.78001,34.33461,Malik,Malik,Declined,Declined,0,6,No,5,100,0,0,1,0,District,No,Increased,1,No,?,Other,No,Own,NO,NO,Happy,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1,Central,YES,YES,0,0,1
2415002205,CHISTI_SHARIF,22,CHISTI_SHARIF-22,63.77856,34.33154,Farmer,Malik,Malik,Shura,0,1,No,10,90,0,0,1,0,District,No,Increased,1,No,Yes,Roads_Bridges,Yes,Own,NO,NO,Neutral_Unhappy,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,3,Decentral,YES,NO,1,1,1
2415002206,CHISTI_SHARIF,22,CHISTI_SHARIF-22,63.7752,34.33522,Malik,Malik,Malik,Shura,0,2,No,12,100,0,0,1,0,District,No,Increased,0,No,Yes,Roads_Bridges,Yes,Own,NO,NO,?,?,?,YES_resolved,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,NO,NO,0,1,1
2415002207,CHISTI_SHARIF,22,CHISTI_SHARIF-22,63.77177,34.32854,Malik,Malik,Government,Patriarch,0,1,No,10,100,0,1,1,0,District,No,Increased,1,No,?,Nothing,No,Own,NO,NO,Neutral_Unhappy,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,3,Decentral,NO,NO,0,0,0
2415002208,CHISTI_SHARIF,22,CHISTI_SHARIF-22,63.76709,34.33221,Patriarch,Declined,Government,Government,0,2,No,8,125,0,0,1,0,District,No,Increased,1,No,?,Nothing,Yes,Own,Declined,Declined,?,NO,?,NO,?,NO,YES,YES,NO,NO,?,NO,NO,NO,NO,NO,NO,NO,NO,3,Decentral,YES,YES,0,1,1
2415002209,CHISTI_SHARIF,22,CHISTI_SHARIF-22,63.76571,34.33265,Farmer,Patriarch,Government,Patriarch,0,6,No,9,126,0,0,1,1,District,No,Increased,1,No,?,Nothing,Yes,Own,Declined,Declined,Neutral_Unhappy,YES,YES,?,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3,Decentral,NO,YES,0,1,1
2415002210,CHISTI_SHARIF,22,CHISTI_SHARIF-22,63.77238,34.34174,Malik,Government,Government,Declined,0,2,Yes,10,125,0,0,1,0,District,No,Increased,1,No,Shared,Declined,No,No,Declined,Declined,Neutral_Unhappy,YES,YES,NO,?,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3,Decentral,NO,YES,0,0,1
2415002301,CHISTI_SHARIF,23,CHISTI_SHARIF-23,63.76667,34.337,Patriarch,Administrator,Declined,Patriarch,0,1,Yes,10,30,0,0,1,0,District,No,Increased,1,No,Shared,Nothing,Yes,Own,NO,NO,Neutral_Unhappy,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,NO,YES,0,1,1
2415002302,CHISTI_SHARIF,23,CHISTI_SHARIF-23,63.76831,34.33649,Zamindar,Malik,Malik,Patriarch,0,1,Yes,14,40,0,0,1,0,District,No,Increased,0,No,Yes,Irrigation_Water,Yes,Own,NO,NO,Happy,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,3,Decentral,YES,YES,1,1,0
2415002303,CHISTI_SHARIF,23,CHISTI_SHARIF-23,63.76926,34.33615,Zamindar,Administrator,Malik,Patriarch,0,1,No,9,30,0,0,1,0,District,No,Decreased,0,No,Yes,Irrigation_Water,Yes,No,NO,NO,Neutral_Unhappy,?,YES,?,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,4,Decentral,NO,YES,1,0,0
2415002304,CHISTI_SHARIF,23,CHISTI_SHARIF-23,63.77074,34.33549,Patriarch,Administrator,Malik,Mosque_Priest,0,6,Yes,16,32,0,0,1,0,District,No,Increased,1,No,Yes,Irrigation_Water,Yes,Own,NO,NO,Happy,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,4,Decentral,NO,YES,1,1,1
2415002305,CHISTI_SHARIF,23,CHISTI_SHARIF-23,63.77092,34.33546,Zamindar,Patriarch,Other,Patriarch,0,6,Yes,5,26,0,0,1,0,District,No,Increased,0,No,Shared,Irrigation_Water,Yes,Own,YES,YES,Happy,NO,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,3,Decentral,NO,YES,1,1,1
2415002306,CHISTI_SHARIF,23,CHISTI_SHARIF-23,63.77355,34.33554,Government,Government,Declined,Mosque_Priest,0,1,Yes,9,30,0,0,1,0,District,No,Increased,0,No,Shared,Irrigation_Water,Yes,Own,NO,NO,Happy,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,2,Central,NO,YES,1,1,1
2415002307,CHISTI_SHARIF,23,CHISTI_SHARIF-23,63.77208,34.33543,Patriarch,Patriarch,Declined,Patriarch,0,6,No,3,32,0,0,1,0,District,No,Increased,1,No,Shared,Nothing,Yes,Own,YES,YES,Happy,NO,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,1,Central,YES,YES,1,1,1
2415002308,CHISTI_SHARIF,23,CHISTI_SHARIF-23,63.76695,34.33655,Patriarch,Government,Government,Patriarch,0,1,No,5,32,0,0,1,0,District,No,Increased,1,No,?,Nothing,No,No,Declined,Declined,Neutral_Unhappy,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,NO,NO,0,0,1
2415002309,CHISTI_SHARIF,23,CHISTI_SHARIF-23,63.76689,34.33664,Patriarch,Government,Government,Patriarch,0,1,Yes,11,30,0,0,1,1,District,No,Increased,0,No,?,Nothing,Yes,Own,Declined,Declined,Happy,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,YES,NO,0,1,1
2415002310,CHISTI_SHARIF,23,CHISTI_SHARIF-23,63.76689,34.33657,Patriarch,Government,Government,Patriarch,0,1,Yes,7,31,0,0,1,1,District,No,Increased,1,No,?,Nothing,Yes,No,Declined,Declined,Neutral_Unhappy,YES,YES,NO,?,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,3,Decentral,NO,NO,0,0,0
2415002401,CHISTI_SHARIF,24,CHISTI_SHARIF-24,63.74556,34.34351,Other,Malik,Police_commander,Other,0,2,Yes,5,75,0,1,1,0,District,No,Increased,0,Yes,Shared,Declined,Yes,Own,Declined,Declined,Neutral_Unhappy,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,3,Decentral,YES,NO,1,1,1
2415002402,CHISTI_SHARIF,24,CHISTI_SHARIF-24,63.75227,34.34404,Malik,Malik,Police_commander,Malik,0,2,Yes,10,50,0,1,1,0,District,Yes,Increased,0,Yes,Shared,Nothing,Yes,Own,NO,NO,Happy,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,2,Central,YES,YES,0,1,0
2415002403,CHISTI_SHARIF,24,CHISTI_SHARIF-24,63.75256,34.34444,Malik,Malik,Declined,Malik,0,2,Yes,8,75,0,0,1,0,District,No,Increased,0,No,Shared,Declined,Yes,?,NO,NO,Neutral_Unhappy,YES,YES,NO,YES,?,YES,YES,YES,YES,NO,?,?,?,?,?,NO,NO,NO,1,Central,YES,YES,0,0,0
2415002404,CHISTI_SHARIF,24,CHISTI_SHARIF-24,63.7508,34.34456,Malik,Patriarch,Declined,Malik,0,2,Declined,9,50,0,1,1,0,Provice,No,Increased,0,No,?,Declined,No,Own,NO,NO,Happy,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,2,Central,NO,YES,1,0,1
2415002405,CHISTI_SHARIF,24,CHISTI_SHARIF-24,63.75079,34.34459,Priest,Declined,Declined,Patriarch,0,0,Yes,6,75,0,1,1,1,Village,Yes,Increased,0,No,Shared,Declined,Yes,Own,Declined,Declined,Happy,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,2,Central,NO,NO,1,1,1
2415002406,CHISTI_SHARIF,24,CHISTI_SHARIF-24,63.75256,34.34444,Malik,Patriarch,Declined,Other,0,6,Yes,20,80,0,0,1,0,Provice,No,Increased,1,No,Shared,Irrigation_Water,Yes,Own,YES,YES,?,YES,YES,NO,YES,?,?,?,?,?,?,?,?,?,?,?,NO,YES,NO,3,Decentral,?,YES,1,1,0
2415002407,CHISTI_SHARIF,24,CHISTI_SHARIF-24,63.75082,34.34457,Malik,Patriarch,Police_commander,Mosque_Priest,0,1,Yes,7,50,0,1,1,0,District,No,Increased,0,No,Shared,Declined,Yes,Own,NO,NO,Happy,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,4,Decentral,NO,YES,1,1,1
2415002408,CHISTI_SHARIF,24,CHISTI_SHARIF-24,63.7484,34.34266,Malik,Patriarch,Government,Malik,0,6,Yes,20,80,0,0,0,1,Provice,Yes,Increased,1,No,Shared,Nothing,No,No,NO,NO,Happy,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3,Decentral,NO,NO,0,0,1
2415002409,CHISTI_SHARIF,24,CHISTI_SHARIF-24,63.74761,34.34259,Malik,Malik,Police_commander,Malik,0,1,No,8,51,0,1,1,0,District,?,Increased,1,No,?,Declined,Yes,No,NO,NO,Neutral_Unhappy,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,NO,YES,0,0,1
2415002410,CHISTI_SHARIF,24,CHISTI_SHARIF-24,63.75364,34.34249,Malik,Patriarch,Police_commander,Malik,0,2,Yes,7,75,0,1,1,0,District,No,Increased,0,Yes,Shared,Declined,Yes,Own,NO,NO,Neutral_Unhappy,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,3,Decentral,YES,YES,1,1,1
2415002501,CHISTI_SHARIF,25,CHISTI_SHARIF-25,63.73786,34.34568,Malik,Malik,Government,Mosque_Priest,0,1,No,9,150,0,0,1,0,Village,Yes,Increased,0,No,Yes,Disputes,No,Own,NO,NO,Happy,NO,YES,YES_resolved,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,3,Decentral,YES,YES,1,0,1
2415002502,CHISTI_SHARIF,25,CHISTI_SHARIF-25,63.73858,34.34569,Malik,Malik,Government,Other,0,1,Declined,5,150,0,0,1,0,Village,No,?,0,No,Yes,Disputes,Yes,No,NO,NO,Happy,NO,YES,?,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,3,Decentral,NO,YES,1,0,1
2415002503,CHISTI_SHARIF,25,CHISTI_SHARIF-25,63.74107,34.35111,Patriarch,Malik,Government,Mosque_Priest,0,2,Yes,10,150,0,0,1,0,District,No,Same,1,No,Yes,Declined,Yes,Own,NO,NO,Happy,NO,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,4,Decentral,YES,YES,1,1,0
2415002504,CHISTI_SHARIF,25,CHISTI_SHARIF-25,63.73891,34.34538,Malik,Malik,Government,Mosque_Priest,0,1,Declined,10,160,0,0,1,0,District,Yes,?,0,No,Yes,Disputes,Yes,Own,NO,NO,Happy,NO,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,3,Decentral,YES,YES,1,1,1
2415002505,CHISTI_SHARIF,25,CHISTI_SHARIF-25,64.03159,34.32483,Patriarch,Malik,Declined,Declined,0,1,Yes,11,156,0,0,1,0,District,No,Increased,1,No,Shared,Nothing,No,No,NO,NO,Happy,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,2,Central,YES,YES,1,0,1
2415002506,CHISTI_SHARIF,25,CHISTI_SHARIF-25,63.74015,34.34764,Patriarch,Malik,Government,Malik,0,3,Yes,12,150,0,0,1,0,District,No,Same,1,No,No,Nothing,No,Own,YES,YES,Happy,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,3,Decentral,YES,NO,1,0,1
2415002507,CHISTI_SHARIF,25,CHISTI_SHARIF-25,63.74135,34.34728,Patriarch,Malik,Government,Malik,0,1,Yes,18,150,0,0,1,0,District,No,Increased,0,No,No,Nothing,No,Own,YES,YES,Happy,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,3,Decentral,YES,NO,1,0,1
2415002508,CHISTI_SHARIF,25,CHISTI_SHARIF-25,63.74136,34.3472,Patriarch,Malik,Malik,Mosque_Priest,0,1,Yes,5,150,0,0,1,0,District,No,Same,1,No,No,Nothing,No,No,NO,NO,Happy,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,3,Decentral,YES,NO,1,0,1
2415002509,CHISTI_SHARIF,25,CHISTI_SHARIF-25,63.73954,34.34616,Other,Malik,Declined,Mosque_Priest,0,1,Yes,5,150,0,0,1,0,District,No,Increased,1,No,No,Nothing,No,No,NO,NO,Happy,YES,?,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,3,Decentral,YES,NO,0,0,1
2415002510,CHISTI_SHARIF,25,CHISTI_SHARIF-25,63.73986,34.34659,Malik,Malik,Declined,Malik,0,1,Yes,8,150,0,0,1,0,District,No,Same,1,No,No,Nothing,No,No,YES,NO,Happy,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,1,Central,YES,NO,0,0,1
2415002601,CHISTI_SHARIF,26,CHISTI_SHARIF-26,63.74199,34.35821,Other,Administrator,Holy_warrior,Patriarch,0,3,Declined,5,100,0,0,1,0,Village,No,Increased,1,No,Yes,Roads_Bridges,Yes,Own,NO,NO,Happy,NO,YES,YES_unresolved,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,3,Decentral,YES,YES,1,1,1
2415002602,CHISTI_SHARIF,26,CHISTI_SHARIF-26,63.74205,34.35567,Farmer,Malik,Malik,Malik,0,4,Yes,8,120,0,0,1,0,Village,Yes,Increased,1,Yes,Yes,Irrigation_Water,Yes,?,YES,YES,Happy,NO,YES,YES_resolved,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,2,Central,NO,NO,1,0,1
2415002603,CHISTI_SHARIF,26,CHISTI_SHARIF-26,63.74218,34.35485,Malik,Malik,Declined,Malik,0,1,No,9,?,0,0,1,0,District,Yes,Increased,1,No,Yes,Roads_Bridges,Yes,No,NO,NO,Happy,NO,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,1,Central,NO,NO,0,0,0
2415002604,CHISTI_SHARIF,26,CHISTI_SHARIF-26,63.74058,34.35578,Patriarch,Patriarch,Declined,Malik,0,6,No,15,94,0,0,1,0,District,Yes,Increased,0,No,Yes,Other,Yes,Own,YES,YES,Neutral_Unhappy,NO,YES,YES_resolved,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,2,Central,NO,YES,1,1,1
2415002605,CHISTI_SHARIF,26,CHISTI_SHARIF-26,63.73953,34.35582,Patriarch,Patriarch,Declined,Patriarch,0,1,Yes,8,80,0,0,1,0,District,Yes,Increased,1,Yes,Yes,Roads_Bridges,Yes,Own,NO,NO,Neutral_Unhappy,NO,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1,Central,YES,NO,0,1,1
2415002606,CHISTI_SHARIF,26,CHISTI_SHARIF-26,63.74003,34.35269,Other,Patriarch,Declined,Patriarch,0,5,No,11,102,0,0,1,0,District,Yes,Increased,0,No,Yes,Roads_Bridges,Yes,Own,YES,YES,Happy,NO,YES,YES_resolved,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,2,Central,NO,YES,1,1,0
2415002607,CHISTI_SHARIF,26,CHISTI_SHARIF-26,63.7404,34.35492,Malik,Government,Government,Declined,0,2,Yes,2,90,0,0,1,0,District,Yes,Increased,1,No,?,Nothing,No,No,Declined,Declined,Happy,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,NO,YES,0,0,1
2415002608,CHISTI_SHARIF,26,CHISTI_SHARIF-26,63.74024,34.3543,Farmer,Patriarch,Government,Declined,0,4,Yes,7,70,0,0,1,0,District,Yes,Increased,0,No,?,Disputes,Yes,No,Declined,Declined,Happy,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3,Decentral,NO,YES,0,0,1
2415002609,CHISTI_SHARIF,26,CHISTI_SHARIF-26,63.74043,34.35213,Farmer,Government,Government,Declined,0,2,Yes,6,95,0,0,1,0,District,No,?,1,No,?,Declined,Yes,No,Declined,Declined,Happy,YES,YES,?,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,2,Central,NO,YES,0,0,0
2415002610,CHISTI_SHARIF,26,CHISTI_SHARIF-26,63.73987,34.35213,Farmer,Government,Government,Declined,0,1,Yes,7,100,0,0,1,0,District,Yes,Increased,1,No,?,Nothing,Yes,Own,Declined,Declined,Happy,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,NO,YES,0,1,1
2415002701,CHISTI_SHARIF,27,CHISTI_SHARIF-27,63.72122,34.36791,Patriarch,Patriarch,Declined,Patriarch,0,1,Yes,12,10,0,0,1,0,District,No,Same,0,No,Yes,Disputes,No,Own,YES,YES,Happy,NO,YES,YES_resolved,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,1,Central,YES,YES,1,0,1
2415002702,CHISTI_SHARIF,27,CHISTI_SHARIF-27,63.72081,34.36774,Farmer,Farmer,Declined,Patriarch,0,1,Yes,10,20,0,0,1,0,District,No,Same,1,No,Yes,Disputes,No,No,NO,NO,Happy,NO,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,YES,YES,0,0,1
2415002703,CHISTI_SHARIF,27,CHISTI_SHARIF-27,63.72079,34.36768,Meerab,Meerab,Declined,Patriarch,0,1,Yes,5,25,0,0,1,0,District,No,Same,1,No,Yes,Disputes,Yes,Own,NO,NO,Happy,NO,YES,YES_resolved,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,2,Central,YES,YES,0,1,0
2415002704,CHISTI_SHARIF,27,CHISTI_SHARIF-27,63.72088,34.36774,Farmer,Farmer,Declined,Patriarch,0,1,Yes,12,25,0,0,1,0,Provice,No,Same,1,No,Yes,Disputes,No,Own,NO,NO,Happy,NO,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,2,Central,YES,YES,0,0,0
2415002705,CHISTI_SHARIF,27,CHISTI_SHARIF-27,63.72112,34.36795,Meerab,Meerab,Declined,Patriarch,0,1,Yes,2,25,0,0,1,0,District,No,Same,1,No,Yes,Irrigation_Water,Yes,Own,NO,NO,Happy,NO,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,YES,YES,0,1,1
2415002706,CHISTI_SHARIF,27,CHISTI_SHARIF-27,63.721,34.36778,Meerab,Patriarch,Declined,Patriarch,0,1,Yes,10,20,0,0,1,0,District,No,Same,1,No,Yes,Disputes,No,Own,NO,NO,Happy,NO,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,2,Central,YES,YES,0,0,0
2415002707,CHISTI_SHARIF,27,CHISTI_SHARIF-27,63.7211,34.36789,Meerab,Meerab,Declined,Meerab,0,1,Yes,7,20,0,0,1,0,District,No,Same,1,No,Yes,Disputes,No,Own,NO,NO,Happy,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,1,Central,YES,YES,0,0,1
2415002708,CHISTI_SHARIF,27,CHISTI_SHARIF-27,63.72112,34.36795,Farmer,Declined,Government,Patriarch,0,3,Yes,3,21,0,0,1,0,District,No,Same,1,No,?,Nothing,No,Own,Declined,Declined,?,YES,YES,?,?,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3,Decentral,YES,NO,0,0,1
2415002709,CHISTI_SHARIF,27,CHISTI_SHARIF-27,63.72112,34.36795,Farmer,Patriarch,Government,Patriarch,0,2,Yes,12,20,0,0,1,0,District,No,Same,1,No,No,Nothing,Yes,Own,Declined,Declined,Happy,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,3,Decentral,YES,YES,0,1,1
2415002710,CHISTI_SHARIF,27,CHISTI_SHARIF-27,63.72198,34.36862,Meerab,Patriarch,Government,Patriarch,0,1,Yes,10,22,0,0,1,0,District,No,Same,1,No,No,Nothing,No,Own,NO,NO,Happy,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,3,Decentral,YES,YES,0,0,1
2415003001,CHISTI_SHARIF,30,CHISTI_SHARIF-30,63.74023,34.3455,Teacher,Patriarch,Malik,Malik,0,2,Yes,9,50,0,1,1,0,District,No,Increased,0,Yes,No,Declined,Yes,Own,NO,NO,Happy,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,?,3,Decentral,YES,YES,0,1,0
2415003002,CHISTI_SHARIF,30,CHISTI_SHARIF-30,63.73981,34.34411,Malik,Patriarch,Declined,Declined,0,1,Yes,7,?,0,1,1,0,District,No,Increased,0,Yes,?,Declined,Yes,Own,Declined,Declined,Happy,?,?,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,2,Central,NO,YES,0,1,0
2415003003,CHISTI_SHARIF,30,CHISTI_SHARIF-30,63.739,34.34405,Malik,Malik,Malik,Malik,0,1,Yes,7,?,0,0,1,0,District,No,Increased,0,Yes,Shared,Declined,Yes,?,Declined,Declined,Happy,YES,?,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,1,Central,NO,YES,1,0,1
2415003004,CHISTI_SHARIF,30,CHISTI_SHARIF-30,63.73838,34.34404,Malik,Government,Government,Malik,0,1,Yes,11,?,0,1,1,0,District,Yes,Increased,0,Yes,?,Declined,No,No,Declined,Declined,Happy,YES,YES,?,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,2,Central,NO,YES,1,0,0
2415003005,CHISTI_SHARIF,30,CHISTI_SHARIF-30,63.73758,34.34371,Malik,Patriarch,Malik,Malik,0,1,Yes,19,?,0,1,1,0,District,No,Increased,0,Yes,Shared,Disputes,?,No,Declined,Declined,Happy,NO,YES,YES_resolved,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,2,Central,NO,YES,1,0,1
2415003006,CHISTI_SHARIF,30,CHISTI_SHARIF-30,63.73839,34.34108,Government,Government,Declined,Malik,0,1,Yes,4,100,0,0,0,1,Provice,No,Increased,0,No,Shared,Declined,Yes,No,NO,NO,Happy,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,NO,NO,0,0,1
2415003007,CHISTI_SHARIF,30,CHISTI_SHARIF-30,64.05994,34.3439,Malik,Patriarch,Declined,Malik,0,2,Yes,21,100,0,0,1,0,District,No,Increased,0,No,Shared,Nothing,Yes,No,YES,NO,Neutral_Unhappy,NO,NO,YES_unresolved,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,2,Central,NO,YES,0,0,1
